"gene_symbol","hgnc_id","gene_url","disease_label","mondo_id","disease_url","mode_of_inheritance","dosage_haploinsufficiency_assertion","dosage_triplosensitivity_assertion","dosage_report","dosage_group","gene_disease_validity_assertion_classifications","gene_disease_validity_assertion_reports","gene_disease_validity_gceps","actionability_assertion_classifications","actionability_assertion_reports","actionability_groups"
"PRR12","HGNC:29217","https://search.clinicalgenome.org/kb/genes/HGNC:29217","neuroocular syndrome","MONDO:0859193","https://search.clinicalgenome.org/kb/conditions/MONDO:0859193","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (11/29/2023)","0 - No Evidence for Triplosensitivity (11/29/2023)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:29217","Dosage Working Group","definitive evidence (01/19/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d645c7ed-51f7-4695-a47d-ec3172ab3833-2024-01-19T170000.000Z","Syndromic Disorders","","",""
"PRRT2","HGNC:30500","https://search.clinicalgenome.org/kb/genes/HGNC:30500","infantile convulsions and choreoathetosis","MONDO:0011178","https://search.clinicalgenome.org/kb/conditions/MONDO:0011178","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (12/14/2021)","0 - No Evidence for Triplosensitivity (12/14/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:30500","Dosage Working Group","definitive evidence (01/21/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_62af25b8-b9a4-421f-b897-4fc222569618-2020-01-21T213814.191Z","Epilepsy","","",""
"PRRT2","HGNC:30500","https://search.clinicalgenome.org/kb/genes/HGNC:30500","self-limited familial infantile epilepsy","MONDO:0100024","https://search.clinicalgenome.org/kb/conditions/MONDO:0100024","N/A","3 - Sufficient Evidence for Haploinsufficiency (12/14/2021)","0 - No Evidence for Triplosensitivity (12/14/2021)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:30500","Dosage Working Group","","","","","",""
"PRSS1","HGNC:9475","https://search.clinicalgenome.org/kb/genes/HGNC:9475","hereditary chronic pancreatitis","MONDO:0008185","https://search.clinicalgenome.org/kb/conditions/MONDO:0008185","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (10/29/2012)","0 - No Evidence for Triplosensitivity (10/29/2012)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9475","Dosage Working Group","definitive evidence (07/30/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d271c52b-b0bb-4e9b-a745-ea03dc716fa0-2020-07-30T205014.833Z","Hereditary Cancer","","",""
"PRSS12","HGNC:9477","https://search.clinicalgenome.org/kb/genes/HGNC:9477","non-syndromic intellectual disability","MONDO:0000509","https://search.clinicalgenome.org/kb/conditions/MONDO:0000509","Autosomal recessive inheritance","","","","","limited evidence (08/04/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d98f99d6-b1df-4cad-a53b-c94cfb532167-2021-08-04T060000.000Z","Intellectual Disability and Autism","","",""
"PRX","HGNC:13797","https://search.clinicalgenome.org/kb/genes/HGNC:13797","Charcot-Marie-Tooth disease type 4","MONDO:0018995","https://search.clinicalgenome.org/kb/conditions/MONDO:0018995","Autosomal recessive inheritance","","","","","definitive evidence (01/10/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_471d2fcc-f9d4-49d7-92b9-d16f5f751d83-2023-01-10T170000.000Z","Charcot-Marie-Tooth","","",""
"PSAP","HGNC:9498","https://search.clinicalgenome.org/kb/genes/HGNC:9498","Gaucher disease due to saposin C deficiency","MONDO:0012517","https://search.clinicalgenome.org/kb/conditions/MONDO:0012517","Autosomal recessive inheritance","","","","","definitive evidence (06/26/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e949cb92-7d76-471e-9e37-44fd7f00964b-2023-06-26T160000.000Z","Lysosomal Diseases GCEP","","",""
"PSAP","HGNC:9498","https://search.clinicalgenome.org/kb/genes/HGNC:9498","combined PSAP deficiency","MONDO:0012719","https://search.clinicalgenome.org/kb/conditions/MONDO:0012719","Autosomal recessive inheritance","","","","","definitive evidence (07/20/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_eb727feb-42ad-4035-868c-7a217da8e31f-2023-07-20T160000.000Z","Lysosomal Diseases GCEP","","",""
"PSAP","HGNC:9498","https://search.clinicalgenome.org/kb/genes/HGNC:9498","metachromatic leukodystrophy due to saposin B deficiency","MONDO:0009590","https://search.clinicalgenome.org/kb/conditions/MONDO:0009590","Autosomal recessive inheritance","","","","","definitive evidence (07/20/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4e24c4e4-a97d-4d08-abd9-e190fb001b9d-2023-07-20T160000.000Z","Lysosomal Diseases GCEP","","",""
"PSAP","HGNC:9498","https://search.clinicalgenome.org/kb/genes/HGNC:9498","Krabbe disease due to saposin A deficiency","MONDO:0012720","https://search.clinicalgenome.org/kb/conditions/MONDO:0012720","Autosomal recessive inheritance","","","","","moderate evidence (09/12/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d3b621df-e104-4d9e-bd9b-f60dd6a40182-2025-09-12T160000.000Z","Lysosomal Diseases GCEP","","",""
"PSAT1","HGNC:19129","https://search.clinicalgenome.org/kb/genes/HGNC:19129","neurometabolic disorder due to serine deficiency","MONDO:0018162","https://search.clinicalgenome.org/kb/conditions/MONDO:0018162","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:19129","Dosage Working Group","definitive evidence (06/29/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ca702099-7dc9-4434-b661-a6f9b8c72d5c-2020-06-29T165656.452Z","Aminoacidopathy","","",""
"PSD3","HGNC:19093","https://search.clinicalgenome.org/kb/genes/HGNC:19093","antecubital pterygium syndrome","MONDO:0008339","https://search.clinicalgenome.org/kb/conditions/MONDO:0008339","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (12/07/2016)","0 - No Evidence for Triplosensitivity (12/07/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:19093","Dosage Working Group","limited evidence (11/24/2016)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_4845","General Gene Curation","","",""
"PSEN1","HGNC:9508","https://search.clinicalgenome.org/kb/genes/HGNC:9508","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","","","","","disputing (05/30/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d71e8591-dece-4855-ae6c-d43e20cbf836-2025-05-30T160000.000Z","Dilated Cardiomyopathy","","",""
"PSEN2","HGNC:9509","https://search.clinicalgenome.org/kb/genes/HGNC:9509","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","","","","","no known disease relationship (05/30/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9e20579f-efc7-4ccd-8653-85c0aafe788f-2025-05-30T160000.000Z","Dilated Cardiomyopathy","","",""
"PSMB10","HGNC:9538","https://search.clinicalgenome.org/kb/genes/HGNC:9538","immunodeficiency 121 with autoinflammation","MONDO:0971001","https://search.clinicalgenome.org/kb/conditions/MONDO:0971001","Autosomal dominant inheritance","","","","","limited evidence (07/21/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_28d652d5-6bd7-443b-92dd-051740e2c3dc-2025-07-21T170000.000Z","SCID-CID","","",""
"PSMD12","HGNC:9557","https://search.clinicalgenome.org/kb/genes/HGNC:9557","Stankiewicz-Isidor syndrome","MONDO:0054591","https://search.clinicalgenome.org/kb/conditions/MONDO:0054591","Autosomal dominant inheritance","","","","","definitive evidence (03/05/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8ca4eea6-b6b2-41dd-8420-84f886e6d849-2024-03-05T070000.000Z","Intellectual Disability and Autism","","",""
"PSPH","HGNC:9577","https://search.clinicalgenome.org/kb/genes/HGNC:9577","neurometabolic disorder due to serine deficiency","MONDO:0018162","https://search.clinicalgenome.org/kb/conditions/MONDO:0018162","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9577","Dosage Working Group","moderate evidence (12/13/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fa832956-c4e9-4620-a2e7-3d6d6e9eea8c-2024-12-13T170000.000Z","Aminoacidopathy","","",""
"PSPH","HGNC:9577","https://search.clinicalgenome.org/kb/genes/HGNC:9577","PSPH deficiency","MONDO:0013531","https://search.clinicalgenome.org/kb/conditions/MONDO:0013531","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9577","Dosage Working Group","","","","","",""
"PTCD3","HGNC:24717","https://search.clinicalgenome.org/kb/genes/HGNC:24717","Leigh syndrome","MONDO:0009723","https://search.clinicalgenome.org/kb/conditions/MONDO:0009723","Autosomal recessive inheritance","","","","","limited evidence (06/20/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ac3d1e08-56f0-43b6-a2fa-0d06571ba121-2019-06-20T164419.242Z","Mitochondrial Diseases","","",""
"PTCH1","HGNC:9585","https://search.clinicalgenome.org/kb/genes/HGNC:9585","nevoid basal cell carcinoma syndrome","MONDO:0007187","https://search.clinicalgenome.org/kb/conditions/MONDO:0007187","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (07/01/2020)","0 - No Evidence for Triplosensitivity (07/01/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9585","Dosage Working Group","definitive evidence (06/04/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2a3f55f5-e39b-4571-a41f-e46ddb8e298d-2018-06-04T170000.000Z","Hereditary Cancer","Limited Actionability (11/07/2022) | Moderate Actionability (11/07/2022)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC087 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC087","Adult Actionability Working Group | Pediatric Actionability Working Group"
"PTCH2","HGNC:9586","https://search.clinicalgenome.org/kb/genes/HGNC:9586","nevoid basal cell carcinoma syndrome","MONDO:0007187","https://search.clinicalgenome.org/kb/conditions/MONDO:0007187","Autosomal dominant inheritance","","","","","limited evidence (10/12/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d189ca00-ba80-49af-9b2e-8523c8d29a44-2018-10-12T213908.660Z","Hereditary Cancer","","",""
"PTCHD1","HGNC:26392","https://search.clinicalgenome.org/kb/genes/HGNC:26392","non-syndromic X-linked intellectual disability","MONDO:0019181","https://search.clinicalgenome.org/kb/conditions/MONDO:0019181","X-linked inheritance","3 - Sufficient Evidence for Haploinsufficiency (02/28/2018)","0 - No Evidence for Triplosensitivity (02/28/2018)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26392","Dosage Working Group","definitive evidence (08/14/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_05d36fe2-0026-4bbc-af4b-6d952490969b-2018-08-15T160000.000Z","Intellectual Disability and Autism","","",""
"PTCHD1","HGNC:26392","https://search.clinicalgenome.org/kb/genes/HGNC:26392","autism, susceptibility to, X-linked 4","MONDO:0010440","https://search.clinicalgenome.org/kb/conditions/MONDO:0010440","N/A","3 - Sufficient Evidence for Haploinsufficiency (02/28/2018)","0 - No Evidence for Triplosensitivity (02/28/2018)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:26392","Dosage Working Group","","","","","",""
"PTEN","HGNC:9588","https://search.clinicalgenome.org/kb/genes/HGNC:9588","PTEN hamartoma tumor syndrome","MONDO:0017623","https://search.clinicalgenome.org/kb/conditions/MONDO:0017623","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (06/24/2020)","0 - No Evidence for Triplosensitivity (06/24/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9588","Dosage Working Group","definitive evidence (04/05/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2e9e89c0-8d1b-4276-bd6f-90c7b7190ffb-2024-04-05T170000.000Z","Hereditary Cancer","Strong Actionability (03/11/2019) | Moderate Actionability (09/09/2019)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC025 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC025","Adult Actionability Working Group | Pediatric Actionability Working Group"
"PTEN","HGNC:9588","https://search.clinicalgenome.org/kb/genes/HGNC:9588","multiple exostoses with spastic tetraparesis","MONDO:0008020","https://search.clinicalgenome.org/kb/conditions/MONDO:0008020","N/A","3 - Sufficient Evidence for Haploinsufficiency (06/24/2020)","0 - No Evidence for Triplosensitivity (06/24/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9588","Dosage Working Group","","","","Strong Actionability (03/11/2019) | Moderate Actionability (09/09/2019)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC025 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC025","Adult Actionability Working Group | Pediatric Actionability Working Group"
"PTGS1","HGNC:9604","https://search.clinicalgenome.org/kb/genes/HGNC:9604","platelet-type bleeding disorder 12","MONDO:0011588","https://search.clinicalgenome.org/kb/conditions/MONDO:0011588","Semidominant inheritance","","","","","limited evidence (02/01/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d979e26e-bf9b-4f6a-a37c-2df0f2d35129-2023-02-01T170000.000Z","Hemostasis Thrombosis","","",""
"PTH1R","HGNC:9608","https://search.clinicalgenome.org/kb/genes/HGNC:9608","primary failure of tooth eruption","MONDO:0007434","https://search.clinicalgenome.org/kb/conditions/MONDO:0007434","N/A","3 - Sufficient Evidence for Haploinsufficiency (06/28/2024)","0 - No Evidence for Triplosensitivity (06/28/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9608","Dosage Working Group","","","","","",""
"PTHLH","HGNC:9607","https://search.clinicalgenome.org/kb/genes/HGNC:9607","brachydactyly type E2","MONDO:0013244","https://search.clinicalgenome.org/kb/conditions/MONDO:0013244","N/A","3 - Sufficient Evidence for Haploinsufficiency (01/25/2023)","1 - Little Evidence for Triplosensitivity (01/25/2023)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9607","Dosage Working Group","","","","","",""
"PTHLH","HGNC:9607","https://search.clinicalgenome.org/kb/genes/HGNC:9607","mesomelic dysplasia","MONDO:0023599","https://search.clinicalgenome.org/kb/conditions/MONDO:0023599","N/A","3 - Sufficient Evidence for Haploinsufficiency (01/25/2023)","1 - Little Evidence for Triplosensitivity (01/25/2023)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9607","Dosage Working Group","","","","","",""
"PTPN11","HGNC:9644","https://search.clinicalgenome.org/kb/genes/HGNC:9644","Noonan syndrome","MONDO:0018997","https://search.clinicalgenome.org/kb/conditions/MONDO:0018997","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (09/08/2020)","0 - No Evidence for Triplosensitivity (09/08/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9644","Dosage Working Group","definitive evidence (07/24/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2bb08565-4669-4633-b6ed-c04e2a431cf9-2018-07-24T160000.000Z","RASopathy","Assertion Pending (07/01/2019) | Assertion Pending (07/01/2019)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1003 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1003","Adult Actionability Working Group | Pediatric Actionability Working Group"
"PTPN11","HGNC:9644","https://search.clinicalgenome.org/kb/genes/HGNC:9644","Noonan syndrome with multiple lentigines","MONDO:0007893","https://search.clinicalgenome.org/kb/conditions/MONDO:0007893","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (09/08/2020)","0 - No Evidence for Triplosensitivity (09/08/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9644","Dosage Working Group","definitive evidence (07/25/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e6c41f3b-c2d1-4d66-a1a3-a5beaa304578-2018-07-25T160000.000Z","RASopathy","Limited Actionability (03/02/2021) | Limited Actionability (03/02/2021)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1023 | https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1023","Pediatric Actionability Working Group | Adult Actionability Working Group"
"PTPN11","HGNC:9644","https://search.clinicalgenome.org/kb/genes/HGNC:9644","Costello syndrome","MONDO:0009026","https://search.clinicalgenome.org/kb/conditions/MONDO:0009026","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (09/08/2020)","0 - No Evidence for Triplosensitivity (09/08/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9644","Dosage Working Group","disputing (05/31/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_72fca24b-243b-49de-9ceb-ae76e12f60a8-2018-05-31T160000.000Z","RASopathy","","",""
"PTPN11","HGNC:9644","https://search.clinicalgenome.org/kb/genes/HGNC:9644","cardiofaciocutaneous syndrome","MONDO:0015280","https://search.clinicalgenome.org/kb/conditions/MONDO:0015280","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (09/08/2020)","0 - No Evidence for Triplosensitivity (09/08/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9644","Dosage Working Group","disputing (05/30/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a1a2133e-4ce8-45b7-87da-1c52990d3890-2018-05-30T160000.000Z","RASopathy","","",""
